date,product_id,product_name,category,quantity_sold,unit_price,revenue,stock_level,promotion,day_of_week,month,year
2021-09-20,P006,Hand Sanitizer,Health,57,4.99,284.43,447,0,Monday,9,2021
2021-09-20,P007,Water Bottle,Lifestyle,17,15.99,271.83,201,0,Monday,9,2021
2021-09-20,P008,Phone Case,Electronics,19,19.99,379.81,164,0,Monday,9,2021
2021-09-20,P009,Sticky Notes,Stationery,43,2.99,128.57,305,0,Monday,9,2021
2021-09-20,P010,Coffee Mug,Lifestyle,11,9.99,109.89,112,0,Monday,9,2021
2021-09-21,P001,Wireless Mouse,Electronics,15,29.99,449.85,120,0,Tuesday,9,2021
2021-09-21,P002,USB-C Cable,Electronics,30,12.99,389.7,203,0,Tuesday,9,2021
2021-09-21,P003,Notebook A5,Stationery,34,5.99,203.66,271,0,Tuesday,9,2021
2021-09-21,P004,Ballpoint Pen Pack,Stationery,57,3.99,227.43,349,0,Tuesday,9,2021
2021-09-21,P005,Desk Lamp,Furniture,13,36.79,478.3,80,1,Tuesday,9,2021
2021-09-21,P006,Hand Sanitizer,Health,56,4.99,279.44,437,0,Tuesday,9,2021
2021-09-21,P007,Water Bottle,Lifestyle,20,15.99,319.8,176,0,Tuesday,9,2021
2021-09-21,P008,Phone Case,Electronics,22,19.99,439.78,143,0,Tuesday,9,2021
2021-09-21,P009,Sticky Notes,Stationery,55,2.99,164.45,299,0,Tuesday,9,2021
2021-09-21,P010,Coffee Mug,Lifestyle,15,9.99,149.85,108,0,Tuesday,9,2021
2021-09-22,P001,Wireless Mouse,Electronics,15,29.99,449.85,135,0,Wednesday,9,2021
2021-09-22,P002,USB-C Cable,Electronics,20,12.99,259.8,237,0,Wednesday,9,2021
2021-09-22,P003,Notebook A5,Stationery,50,5.99,299.5,251,0,Wednesday,9,2021
2021-09-22,P004,Ballpoint Pen Pack,Stationery,106,3.19,338.35,304,1,Wednesday,9,2021
2021-09-22,P005,Desk Lamp,Furniture,9,45.99,413.91,80,0,Wednesday,9,2021
2021-09-22,P006,Hand Sanitizer,Health,65,4.99,324.35,425,0,Wednesday,9,2021
2021-09-22,P007,Water Bottle,Lifestyle,15,15.99,239.85,182,0,Wednesday,9,2021
2021-09-22,P008,Phone Case,Electronics,23,19.99,459.77,160,0,Wednesday,9,2021
2021-09-22,P009,Sticky Notes,Stationery,53,2.99,158.47,304,0,Wednesday,9,2021
2021-09-22,P010,Coffee Mug,Lifestyle,14,9.99,139.86,113,0,Wednesday,9,2021
2021-09-23,P001,Wireless Mouse,Electronics,14,29.99,419.86,122,0,Thursday,9,2021
2021-09-23,P002,USB-C Cable,Electronics,27,12.99,350.73,226,0,Thursday,9,2021
2021-09-23,P003,Notebook A5,Stationery,52,5.99,311.48,263,0,Thursday,9,2021
2021-09-23,P004,Ballpoint Pen Pack,Stationery,68,3.99,271.32,340,0,Thursday,9,2021
2021-09-23,P005,Desk Lamp,Furniture,9,45.99,413.91,76,0,Thursday,9,2021
2021-09-23,P006,Hand Sanitizer,Health,58,4.99,289.42,450,0,Thursday,9,2021
2021-09-23,P007,Water Bottle,Lifestyle,13,15.99,207.87,167,0,Thursday,9,2021
2021-09-23,P008,Phone Case,Electronics,19,19.99,379.81,175,0,Thursday,9,2021
2021-09-23,P009,Sticky Notes,Stationery,58,2.99,173.42,287,0,Thursday,9,2021
2021-09-23,P010,Coffee Mug,Lifestyle,16,9.99,159.84,115,0,Thursday,9,2021
2021-09-24,P001,Wireless Mouse,Electronics,14,29.99,419.86,121,0,Friday,9,2021
2021-09-24,P002,USB-C Cable,Electronics,23,12.99,298.77,242,0,Friday,9,2021
2021-09-24,P003,Notebook A5,Stationery,48,5.99,287.52,259,0,Friday,9,2021
2021-09-24,P004,Ballpoint Pen Pack,Stationery,54,3.99,215.46,328,0,Friday,9,2021
2021-09-24,P005,Desk Lamp,Furniture,10,45.99,459.9,64,0,Friday,9,2021
2021-09-24,P006,Hand Sanitizer,Health,63,4.99,314.37,444,0,Friday,9,2021
2021-09-24,P007,Water Bottle,Lifestyle,22,15.99,351.78,171,0,Friday,9,2021
2021-09-24,P008,Phone Case,Electronics,16,19.99,319.84,157,0,Friday,9,2021
2021-09-24,P009,Sticky Notes,Stationery,59,2.99,176.41,283,0,Friday,9,2021
2021-09-24,P010,Coffee Mug,Lifestyle,12,9.99,119.88,102,0,Friday,9,2021
2021-09-25,P001,Wireless Mouse,Electronics,21,29.99,629.79,116,0,Saturday,9,2021
2021-09-25,P002,USB-C Cable,Electronics,33,12.99,428.67,227,0,Saturday,9,2021
2021-09-25,P003,Notebook A5,Stationery,73,5.99,437.27,236,0,Saturday,9,2021
2021-09-25,P004,Ballpoint Pen Pack,Stationery,87,3.99,347.13,319,0,Saturday,9,2021
2021-09-25,P005,Desk Lamp,Furniture,13,45.99,597.87,68,0,Saturday,9,2021
2021-09-25,P006,Hand Sanitizer,Health,80,4.99,399.2,438,0,Saturday,9,2021
2021-09-25,P007,Water Bottle,Lifestyle,28,15.99,447.72,158,0,Saturday,9,2021
2021-09-25,P008,Phone Case,Electronics,26,19.99,519.74,147,0,Saturday,9,2021
2021-09-25,P009,Sticky Notes,Stationery,71,2.99,212.29,292,0,Saturday,9,2021
2021-09-25,P010,Coffee Mug,Lifestyle,18,9.99,179.82,102,0,Saturday,9,2021
2021-09-26,P001,Wireless Mouse,Electronics,23,29.99,689.77,122,0,Sunday,9,2021
2021-09-26,P002,USB-C Cable,Electronics,35,12.99,454.65,223,0,Sunday,9,2021
2021-09-26,P003,Notebook A5,Stationery,57,5.99,341.43,244,0,Sunday,9,2021
2021-09-26,P004,Ballpoint Pen Pack,Stationery,79,3.99,315.21,317,0,Sunday,9,2021
2021-09-26,P005,Desk Lamp,Furniture,12,45.99,551.88,86,0,Sunday,9,2021
2021-09-26,P006,Hand Sanitizer,Health,73,4.99,364.27,427,0,Sunday,9,2021
2021-09-26,P007,Water Bottle,Lifestyle,27,15.99,431.73,164,0,Sunday,9,2021
2021-09-26,P008,Phone Case,Electronics,22,19.99,439.78,158,0,Sunday,9,2021
2021-09-26,P009,Sticky Notes,Stationery,68,2.99,203.32,269,0,Sunday,9,2021
2021-09-26,P010,Coffee Mug,Lifestyle,14,9.99,139.86,89,0,Sunday,9,2021
2021-09-27,P001,Wireless Mouse,Electronics,14,29.99,419.86,130,0,Monday,9,2021
2021-09-27,P002,USB-C Cable,Electronics,35,10.39,363.72,231,1,Monday,9,2021
2021-09-27,P003,Notebook A5,Stationery,38,5.99,227.62,245,0,Monday,9,2021
2021-09-27,P004,Ballpoint Pen Pack,Stationery,53,3.99,211.47,360,0,Monday,9,2021
2021-09-27,P005,Desk Lamp,Furniture,10,45.99,459.9,79,0,Monday,9,2021
2021-09-27,P006,Hand Sanitizer,Health,54,4.99,269.46,465,0,Monday,9,2021
2021-09-27,P007,Water Bottle,Lifestyle,21,15.99,335.79,181,0,Monday,9,2021
2021-09-27,P008,Phone Case,Electronics,16,19.99,319.84,158,0,Monday,9,2021
2021-09-27,P009,Sticky Notes,Stationery,45,2.99,134.55,299,0,Monday,9,2021
2021-09-27,P010,Coffee Mug,Lifestyle,11,9.99,109.89,104,0,Monday,9,2021
2021-09-28,P001,Wireless Mouse,Electronics,26,23.99,623.79,112,1,Tuesday,9,2021
2021-09-28,P002,USB-C Cable,Electronics,28,12.99,363.72,208,0,Tuesday,9,2021
2021-09-28,P003,Notebook A5,Stationery,71,4.79,340.23,236,1,Tuesday,9,2021
2021-09-28,P004,Ballpoint Pen Pack,Stationery,61,3.99,243.39,348,0,Tuesday,9,2021
2021-09-28,P005,Desk Lamp,Furniture,10,45.99,459.9,70,0,Tuesday,9,2021
2021-09-28,P006,Hand Sanitizer,Health,53,4.99,264.47,444,0,Tuesday,9,2021
2021-09-28,P007,Water Bottle,Lifestyle,16,15.99,255.84,181,0,Tuesday,9,2021
2021-09-28,P008,Phone Case,Electronics,17,19.99,339.83,151,0,Tuesday,9,2021
2021-09-28,P009,Sticky Notes,Stationery,59,2.99,176.41,275,0,Tuesday,9,2021
2021-09-28,P010,Coffee Mug,Lifestyle,13,9.99,129.87,89,0,Tuesday,9,2021
2021-09-29,P001,Wireless Mouse,Electronics,16,29.99,479.84,144,0,Wednesday,9,2021
2021-09-29,P002,USB-C Cable,Electronics,26,12.99,337.74,214,0,Wednesday,9,2021
2021-09-29,P003,Notebook A5,Stationery,50,5.99,299.5,232,0,Wednesday,9,2021
2021-09-29,P004,Ballpoint Pen Pack,Stationery,88,3.19,280.9,317,1,Wednesday,9,2021
2021-09-29,P005,Desk Lamp,Furniture,9,45.99,413.91,72,0,Wednesday,9,2021
2021-09-29,P006,Hand Sanitizer,Health,47,4.99,234.53,442,0,Wednesday,9,2021
2021-09-29,P007,Water Bottle,Lifestyle,22,15.99,351.78,158,0,Wednesday,9,2021
2021-09-29,P008,Phone Case,Electronics,18,19.99,359.82,160,0,Wednesday,9,2021
2021-09-29,P009,Sticky Notes,Stationery,57,2.99,170.43,290,0,Wednesday,9,2021
2021-09-29,P010,Coffee Mug,Lifestyle,19,7.99,151.85,109,1,Wednesday,9,2021
2021-09-30,P001,Wireless Mouse,Electronics,15,29.99,449.85,136,0,Thursday,9,2021
2021-09-30,P002,USB-C Cable,Electronics,20,12.99,259.8,247,0,Thursday,9,2021
2021-09-30,P003,Notebook A5,Stationery,53,5.99,317.47,229,0,Thursday,9,2021
2021-09-30,P004,Ballpoint Pen Pack,Stationery,62,3.99,247.38,344,0,Thursday,9,2021
2021-09-30,P005,Desk Lamp,Furniture,10,45.99,459.9,62,0,Thursday,9,2021
2021-09-30,P006,Hand Sanitizer,Health,59,4.99,294.41,424,0,Thursday,9,2021
2021-09-30,P007,Water Bottle,Lifestyle,12,15.99,191.88,204,0,Thursday,9,2021
2021-09-30,P008,Phone Case,Electronics,23,19.99,459.77,137,0,Thursday,9,2021
2021-09-30,P009,Sticky Notes,Stationery,54,2.99,161.46,289,0,Thursday,9,2021
2021-09-30,P010,Coffee Mug,Lifestyle,12,9.99,119.88,112,0,Thursday,9,2021
2021-10-01,P001,Wireless Mouse,Electronics,12,29.99,359.88,133,0,Friday,10,2021
2021-10-01,P002,USB-C Cable,Electronics,27,12.99,350.73,204,0,Friday,10,2021
2021-10-01,P003,Notebook A5,Stationery,47,5.99,281.53,240,0,Friday,10,2021
2021-10-01,P004,Ballpoint Pen Pack,Stationery,65,3.99,259.35,317,0,Friday,10,2021
2021-10-01,P005,Desk Lamp,Furniture,8,45.99,367.92,70,0,Friday,10,2021
2021-10-01,P006,Hand Sanitizer,Health,51,4.99,254.49,438,0,Friday,10,2021
2021-10-01,P007,Water Bottle,Lifestyle,17,15.99,271.83,178,0,Friday,10,2021
2021-10-01,P008,Phone Case,Electronics,19,19.99,379.81,159,0,Friday,10,2021
2021-10-01,P009,Sticky Notes,Stationery,51,2.99,152.49,298,0,Friday,10,2021
2021-10-01,P010,Coffee Mug,Lifestyle,14,9.99,139.86,96,0,Friday,10,2021
2021-10-02,P001,Wireless Mouse,Electronics,24,29.99,719.76,124,0,Saturday,10,2021
2021-10-02,P002,USB-C Cable,Electronics,30,12.99,389.7,221,0,Saturday,10,2021
2021-10-02,P003,Notebook A5,Stationery,66,5.99,395.34,253,0,Saturday,10,2021
2021-10-02,P004,Ballpoint Pen Pack,Stationery,100,3.99,399.0,281,0,Saturday,10,2021
2021-10-02,P005,Desk Lamp,Furniture,19,36.79,699.05,48,1,Saturday,10,2021
2021-10-02,P006,Hand Sanitizer,Health,75,4.99,374.25,439,0,Saturday,10,2021
2021-10-02,P007,Water Bottle,Lifestyle,28,15.99,447.72,189,0,Saturday,10,2021
2021-10-02,P008,Phone Case,Electronics,20,19.99,399.8,161,0,Saturday,10,2021
2021-10-02,P009,Sticky Notes,Stationery,69,2.99,206.31,297,0,Saturday,10,2021
2021-10-02,P010,Coffee Mug,Lifestyle,19,9.99,189.81,114,0,Saturday,10,2021
2021-10-03,P001,Wireless Mouse,Electronics,21,29.99,629.79,116,0,Sunday,10,2021
2021-10-03,P002,USB-C Cable,Electronics,43,10.39,446.86,214,1,Sunday,10,2021
2021-10-03,P003,Notebook A5,Stationery,50,5.99,299.5,250,0,Sunday,10,2021
2021-10-03,P004,Ballpoint Pen Pack,Stationery,78,3.99,311.22,334,0,Sunday,10,2021
2021-10-03,P005,Desk Lamp,Furniture,12,45.99,551.88,71,0,Sunday,10,2021
2021-10-03,P006,Hand Sanitizer,Health,77,4.99,384.23,413,0,Sunday,10,2021
2021-10-03,P007,Water Bottle,Lifestyle,19,15.99,303.81,180,0,Sunday,10,2021
2021-10-03,P008,Phone Case,Electronics,25,19.99,499.75,141,0,Sunday,10,2021
2021-10-03,P009,Sticky Notes,Stationery,63,2.99,188.37,279,0,Sunday,10,2021
2021-10-03,P010,Coffee Mug,Lifestyle,16,9.99,159.84,111,0,Sunday,10,2021
2021-10-04,P001,Wireless Mouse,Electronics,11,29.99,329.89,130,0,Monday,10,2021
2021-10-04,P002,USB-C Cable,Electronics,19,12.99,246.81,246,0,Monday,10,2021
2021-10-04,P003,Notebook A5,Stationery,36,5.99,215.64,260,0,Monday,10,2021
2021-10-04,P004,Ballpoint Pen Pack,Stationery,59,3.99,235.41,347,0,Monday,10,2021
2021-10-04,P005,Desk Lamp,Furniture,7,45.99,321.93,77,0,Monday,10,2021
2021-10-04,P006,Hand Sanitizer,Health,40,4.99,199.6,478,0,Monday,10,2021
2021-10-04,P007,Water Bottle,Lifestyle,28,12.79,358.18,177,1,Monday,10,2021
2021-10-04,P008,Phone Case,Electronics,16,19.99,319.84,164,0,Monday,10,2021
2021-10-04,P009,Sticky Notes,Stationery,47,2.99,140.53,299,0,Monday,10,2021
2021-10-04,P010,Coffee Mug,Lifestyle,10,9.99,99.9,120,0,Monday,10,2021
2021-10-05,P001,Wireless Mouse,Electronics,11,29.99,329.89,124,0,Tuesday,10,2021
2021-10-05,P002,USB-C Cable,Electronics,31,12.99,402.69,224,0,Tuesday,10,2021
2021-10-05,P003,Notebook A5,Stationery,53,5.99,317.47,256,0,Tuesday,10,2021
2021-10-05,P004,Ballpoint Pen Pack,Stationery,61,3.99,243.39,344,0,Tuesday,10,2021
2021-10-05,P005,Desk Lamp,Furniture,7,45.99,321.93,75,0,Tuesday,10,2021
2021-10-05,P006,Hand Sanitizer,Health,42,4.99,209.58,472,0,Tuesday,10,2021
2021-10-05,P007,Water Bottle,Lifestyle,17,15.99,271.83,178,0,Tuesday,10,2021
2021-10-05,P008,Phone Case,Electronics,25,15.99,399.8,166,1,Tuesday,10,2021
2021-10-05,P009,Sticky Notes,Stationery,38,2.99,113.62,320,0,Tuesday,10,2021
2021-10-05,P010,Coffee Mug,Lifestyle,14,9.99,139.86,125,0,Tuesday,10,2021
2021-10-06,P001,Wireless Mouse,Electronics,16,29.99,479.84,121,0,Wednesday,10,2021
2021-10-06,P002,USB-C Cable,Electronics,22,12.99,285.78,221,0,Wednesday,10,2021
2021-10-06,P003,Notebook A5,Stationery,47,5.99,281.53,259,0,Wednesday,10,2021
2021-10-06,P004,Ballpoint Pen Pack,Stationery,97,3.19,309.62,315,1,Wednesday,10,2021
2021-10-06,P005,Desk Lamp,Furniture,7,45.99,321.93,84,0,Wednesday,10,2021
2021-10-06,P006,Hand Sanitizer,Health,67,4.99,334.33,451,0,Wednesday,10,2021
2021-10-06,P007,Water Bottle,Lifestyle,29,12.79,370.97,161,1,Wednesday,10,2021
2021-10-06,P008,Phone Case,Electronics,21,19.99,419.79,144,0,Wednesday,10,2021
2021-10-06,P009,Sticky Notes,Stationery,54,2.99,161.46,302,0,Wednesday,10,2021
2021-10-06,P010,Coffee Mug,Lifestyle,23,7.99,183.82,115,1,Wednesday,10,2021
2021-10-07,P001,Wireless Mouse,Electronics,18,29.99,539.82,124,0,Thursday,10,2021
2021-10-07,P002,USB-C Cable,Electronics,24,12.99,311.76,235,0,Thursday,10,2021
2021-10-07,P003,Notebook A5,Stationery,70,4.79,335.44,227,1,Thursday,10,2021
2021-10-07,P004,Ballpoint Pen Pack,Stationery,65,3.99,259.35,346,0,Thursday,10,2021
2021-10-07,P005,Desk Lamp,Furniture,15,36.79,551.88,53,1,Thursday,10,2021
2021-10-07,P006,Hand Sanitizer,Health,59,4.99,294.41,434,0,Thursday,10,2021
2021-10-07,P007,Water Bottle,Lifestyle,23,15.99,367.77,163,0,Thursday,10,2021
2021-10-07,P008,Phone Case,Electronics,22,19.99,439.78,163,0,Thursday,10,2021
2021-10-07,P009,Sticky Notes,Stationery,54,2.99,161.46,278,0,Thursday,10,2021
2021-10-07,P010,Coffee Mug,Lifestyle,17,9.99,169.83,111,0,Thursday,10,2021
2021-10-08,P001,Wireless Mouse,Electronics,15,29.99,449.85,145,0,Friday,10,2021
2021-10-08,P002,USB-C Cable,Electronics,23,12.99,298.77,220,0,Friday,10,2021
2021-10-08,P003,Notebook A5,Stationery,47,5.99,281.53,247,0,Friday,10,2021
2021-10-08,P004,Ballpoint Pen Pack,Stationery,66,3.99,263.34,351,0,Friday,10,2021
2021-10-08,P005,Desk Lamp,Furniture,13,36.79,478.3,76,1,Friday,10,2021
2021-10-08,P006,Hand Sanitizer,Health,56,4.99,279.44,454,0,Friday,10,2021
2021-10-08,P007,Water Bottle,Lifestyle,20,15.99,319.8,167,0,Friday,10,2021
2021-10-08,P008,Phone Case,Electronics,14,19.99,279.86,168,0,Friday,10,2021
2021-10-08,P009,Sticky Notes,Stationery,53,2.99,158.47,280,0,Friday,10,2021
2021-10-08,P010,Coffee Mug,Lifestyle,13,9.99,129.87,100,0,Friday,10,2021
2021-10-09,P001,Wireless Mouse,Electronics,22,29.99,659.78,133,0,Saturday,10,2021
2021-10-09,P002,USB-C Cable,Electronics,42,12.99,545.58,227,0,Saturday,10,2021
2021-10-09,P003,Notebook A5,Stationery,113,4.79,541.5,191,1,Saturday,10,2021
2021-10-09,P004,Ballpoint Pen Pack,Stationery,140,3.19,446.88,255,1,Saturday,10,2021
2021-10-09,P005,Desk Lamp,Furniture,14,45.99,643.86,57,0,Saturday,10,2021
2021-10-09,P006,Hand Sanitizer,Health,80,4.99,399.2,438,0,Saturday,10,2021
2021-10-09,P007,Water Bottle,Lifestyle,26,15.99,415.74,193,0,Saturday,10,2021
2021-10-09,P008,Phone Case,Electronics,43,15.99,687.66,149,1,Saturday,10,2021
2021-10-09,P009,Sticky Notes,Stationery,63,2.99,188.37,301,0,Saturday,10,2021
2021-10-09,P010,Coffee Mug,Lifestyle,17,9.99,169.83,105,0,Saturday,10,2021
2021-10-10,P001,Wireless Mouse,Electronics,19,29.99,569.81,141,0,Sunday,10,2021
2021-10-10,P002,USB-C Cable,Electronics,33,12.99,428.67,216,0,Sunday,10,2021
2021-10-10,P003,Notebook A5,Stationery,54,5.99,323.46,259,0,Sunday,10,2021
2021-10-10,P004,Ballpoint Pen Pack,Stationery,77,3.99,307.23,339,0,Sunday,10,2021
2021-10-10,P005,Desk Lamp,Furniture,12,45.99,551.88,70,0,Sunday,10,2021
2021-10-10,P006,Hand Sanitizer,Health,69,4.99,344.31,425,0,Sunday,10,2021
2021-10-10,P007,Water Bottle,Lifestyle,20,15.99,319.8,184,0,Sunday,10,2021
2021-10-10,P008,Phone Case,Electronics,22,19.99,439.78,158,0,Sunday,10,2021
2021-10-10,P009,Sticky Notes,Stationery,68,2.99,203.32,284,0,Sunday,10,2021
2021-10-10,P010,Coffee Mug,Lifestyle,15,9.99,149.85,113,0,Sunday,10,2021
2021-10-11,P001,Wireless Mouse,Electronics,10,29.99,299.9,152,0,Monday,10,2021
2021-10-11,P002,USB-C Cable,Electronics,20,12.99,259.8,245,0,Monday,10,2021
2021-10-11,P003,Notebook A5,Stationery,38,5.99,227.62,250,0,Monday,10,2021
2021-10-11,P004,Ballpoint Pen Pack,Stationery,65,3.99,259.35,330,0,Monday,10,2021
2021-10-11,P005,Desk Lamp,Furniture,6,45.99,275.94,84,0,Monday,10,2021
2021-10-11,P006,Hand Sanitizer,Health,62,4.99,309.38,449,0,Monday,10,2021
2021-10-11,P007,Water Bottle,Lifestyle,10,15.99,159.9,173,0,Monday,10,2021
2021-10-11,P008,Phone Case,Electronics,17,19.99,339.83,158,0,Monday,10,2021
2021-10-11,P009,Sticky Notes,Stationery,80,2.39,191.36,281,1,Monday,10,2021
2021-10-11,P010,Coffee Mug,Lifestyle,15,9.99,149.85,99,0,Monday,10,2021
2021-10-12,P001,Wireless Mouse,Electronics,17,29.99,509.83,118,0,Tuesday,10,2021
2021-10-12,P002,USB-C Cable,Electronics,28,12.99,363.72,221,0,Tuesday,10,2021
2021-10-12,P003,Notebook A5,Stationery,51,5.99,305.49,242,0,Tuesday,10,2021
2021-10-12,P004,Ballpoint Pen Pack,Stationery,64,3.99,255.36,334,0,Tuesday,10,2021
2021-10-12,P005,Desk Lamp,Furniture,13,36.79,478.3,74,1,Tuesday,10,2021
2021-10-12,P006,Hand Sanitizer,Health,67,4.99,334.33,432,0,Tuesday,10,2021
2021-10-12,P007,Water Bottle,Lifestyle,17,15.99,271.83,200,0,Tuesday,10,2021
2021-10-12,P008,Phone Case,Electronics,22,19.99,439.78,144,0,Tuesday,10,2021
2021-10-12,P009,Sticky Notes,Stationery,53,2.99,158.47,285,0,Tuesday,10,2021
2021-10-12,P010,Coffee Mug,Lifestyle,25,7.99,199.8,90,1,Tuesday,10,2021
2021-10-13,P001,Wireless Mouse,Electronics,18,29.99,539.82,112,0,Wednesday,10,2021
2021-10-13,P002,USB-C Cable,Electronics,31,12.99,402.69,206,0,Wednesday,10,2021
2021-10-13,P003,Notebook A5,Stationery,42,5.99,251.58,246,0,Wednesday,10,2021
2021-10-13,P004,Ballpoint Pen Pack,Stationery,91,3.19,290.47,318,1,Wednesday,10,2021
2021-10-13,P005,Desk Lamp,Furniture,9,45.99,413.91,64,0,Wednesday,10,2021
2021-10-13,P006,Hand Sanitizer,Health,58,4.99,289.42,436,0,Wednesday,10,2021
2021-10-13,P007,Water Bottle,Lifestyle,16,15.99,255.84,186,0,Wednesday,10,2021
2021-10-13,P008,Phone Case,Electronics,20,19.99,399.8,154,0,Wednesday,10,2021
2021-10-13,P009,Sticky Notes,Stationery,55,2.99,164.45,290,0,Wednesday,10,2021
2021-10-13,P010,Coffee Mug,Lifestyle,17,9.99,169.83,88,0,Wednesday,10,2021
2021-10-14,P001,Wireless Mouse,Electronics,14,29.99,419.86,124,0,Thursday,10,2021
2021-10-14,P002,USB-C Cable,Electronics,26,12.99,337.74,220,0,Thursday,10,2021
2021-10-14,P003,Notebook A5,Stationery,52,5.99,311.48,251,0,Thursday,10,2021
2021-10-14,P004,Ballpoint Pen Pack,Stationery,51,3.99,203.49,340,0,Thursday,10,2021
2021-10-14,P005,Desk Lamp,Furniture,9,45.99,413.91,73,0,Thursday,10,2021
2021-10-14,P006,Hand Sanitizer,Health,66,4.99,329.34,448,0,Thursday,10,2021
2021-10-14,P007,Water Bottle,Lifestyle,14,15.99,223.86,178,0,Thursday,10,2021
2021-10-14,P008,Phone Case,Electronics,18,19.99,359.82,173,0,Thursday,10,2021
2021-10-14,P009,Sticky Notes,Stationery,93,2.39,222.46,257,1,Thursday,10,2021
2021-10-14,P010,Coffee Mug,Lifestyle,15,9.99,149.85,107,0,Thursday,10,2021
2021-10-15,P001,Wireless Mouse,Electronics,16,29.99,479.84,144,0,Friday,10,2021
2021-10-15,P002,USB-C Cable,Electronics,32,12.99,415.68,220,0,Friday,10,2021
2021-10-15,P003,Notebook A5,Stationery,46,5.99,275.54,234,0,Friday,10,2021
2021-10-15,P004,Ballpoint Pen Pack,Stationery,64,3.99,255.36,344,0,Friday,10,2021
2021-10-15,P005,Desk Lamp,Furniture,11,45.99,505.89,67,0,Friday,10,2021
2021-10-15,P006,Hand Sanitizer,Health,77,4.99,384.23,404,0,Friday,10,2021
2021-10-15,P007,Water Bottle,Lifestyle,19,15.99,303.81,192,0,Friday,10,2021
2021-10-15,P008,Phone Case,Electronics,18,19.99,359.82,154,0,Friday,10,2021
2021-10-15,P009,Sticky Notes,Stationery,67,2.99,200.33,282,0,Friday,10,2021
2021-10-15,P010,Coffee Mug,Lifestyle,16,9.99,159.84,87,0,Friday,10,2021
2021-10-16,P001,Wireless Mouse,Electronics,16,29.99,479.84,141,0,Saturday,10,2021
2021-10-16,P002,USB-C Cable,Electronics,34,12.99,441.66,221,0,Saturday,10,2021
2021-10-16,P003,Notebook A5,Stationery,62,5.99,371.38,257,0,Saturday,10,2021
2021-10-16,P004,Ballpoint Pen Pack,Stationery,94,3.99,375.06,290,0,Saturday,10,2021
2021-10-16,P005,Desk Lamp,Furniture,17,36.79,625.46,79,1,Saturday,10,2021
2021-10-16,P006,Hand Sanitizer,Health,94,4.99,469.06,387,0,Saturday,10,2021
2021-10-16,P007,Water Bottle,Lifestyle,23,15.99,367.77,176,0,Saturday,10,2021
2021-10-16,P008,Phone Case,Electronics,21,19.99,419.79,149,0,Saturday,10,2021
2021-10-16,P009,Sticky Notes,Stationery,72,2.99,215.28,294,0,Saturday,10,2021
2021-10-16,P010,Coffee Mug,Lifestyle,17,9.99,169.83,88,0,Saturday,10,2021
2021-10-17,P001,Wireless Mouse,Electronics,17,29.99,509.83,147,0,Sunday,10,2021
2021-10-17,P002,USB-C Cable,Electronics,36,12.99,467.64,210,0,Sunday,10,2021
2021-10-17,P003,Notebook A5,Stationery,56,5.99,335.44,259,0,Sunday,10,2021
2021-10-17,P004,Ballpoint Pen Pack,Stationery,78,3.99,311.22,306,0,Sunday,10,2021
2021-10-17,P005,Desk Lamp,Furniture,21,36.79,772.63,75,1,Sunday,10,2021
2021-10-17,P006,Hand Sanitizer,Health,87,4.99,434.13,400,0,Sunday,10,2021
2021-10-17,P007,Water Bottle,Lifestyle,26,12.79,332.59,179,1,Sunday,10,2021
2021-10-17,P008,Phone Case,Electronics,21,19.99,419.79,172,0,Sunday,10,2021
2021-10-17,P009,Sticky Notes,Stationery,69,2.99,206.31,270,0,Sunday,10,2021
2021-10-17,P010,Coffee Mug,Lifestyle,20,9.99,199.8,85,0,Sunday,10,2021
2021-10-18,P001,Wireless Mouse,Electronics,22,23.99,527.82,140,1,Monday,10,2021
2021-10-18,P002,USB-C Cable,Electronics,23,12.99,298.77,221,0,Monday,10,2021
2021-10-18,P003,Notebook A5,Stationery,40,5.99,239.6,242,0,Monday,10,2021
2021-10-18,P004,Ballpoint Pen Pack,Stationery,71,3.99,283.29,311,0,Monday,10,2021
2021-10-18,P005,Desk Lamp,Furniture,9,45.99,413.91,55,0,Monday,10,2021
2021-10-18,P006,Hand Sanitizer,Health,63,4.99,314.37,449,0,Monday,10,2021
2021-10-18,P007,Water Bottle,Lifestyle,23,12.79,294.22,196,1,Monday,10,2021
2021-10-18,P008,Phone Case,Electronics,16,19.99,319.84,178,0,Monday,10,2021
2021-10-18,P009,Sticky Notes,Stationery,54,2.99,161.46,294,0,Monday,10,2021
2021-10-18,P010,Coffee Mug,Lifestyle,12,9.99,119.88,98,0,Monday,10,2021
2021-10-19,P001,Wireless Mouse,Electronics,19,29.99,569.81,113,0,Tuesday,10,2021
2021-10-19,P002,USB-C Cable,Electronics,23,12.99,298.77,234,0,Tuesday,10,2021
2021-10-19,P003,Notebook A5,Stationery,52,5.99,311.48,259,0,Tuesday,10,2021
2021-10-19,P004,Ballpoint Pen Pack,Stationery,60,3.99,239.4,340,0,Tuesday,10,2021
2021-10-19,P005,Desk Lamp,Furniture,9,45.99,413.91,68,0,Tuesday,10,2021
2021-10-19,P006,Hand Sanitizer,Health,63,4.99,314.37,453,0,Tuesday,10,2021
2021-10-19,P007,Water Bottle,Lifestyle,15,15.99,239.85,187,0,Tuesday,10,2021
2021-10-19,P008,Phone Case,Electronics,19,19.99,379.81,169,0,Tuesday,10,2021
